id,osm_id,name,shop_type,latitude,longitude,road,suburb,display_name
96,8824073827,Grocery Stall,greengrocer,-0.080635,34.764155,,Industrial Area,"Salem, Industrial Area, Bandari sublocation, Kisumu Central, Kisumu, City of Kis"
97,8824095656,Kajaloka Shop,kiosk,-0.079965,34.76328,,Kanyakwar,"Obunga-kasarani, Kanyakwar, Kanyakwar sublocation, Kisumu Central, Kisumu, City "
98,8824115284,Mercy Cereals,greengrocer,-0.0799517,34.764215,,Industrial Area,"Salem, Industrial Area, Kanyakwar sublocation, Kisumu Central, Kisumu, City of K"
99,8824117358,Jaseme Shop,kiosk,-0.0800917,34.7635417,,Kanyakwar sublocation,"Kudho, Kanyakwar sublocation, Kisumu Central, Kisumu, City of Kisumu, Kisumu, 40"
100,8987955679,Manyatta Market,unclassified,-0.0975554,34.7785944,,Manyatta A,"Sije, Manyatta A, Kisumu Central, Kisumu, City of Kisumu, Kisumu, 40103, Kenya"
101,9126367969,Unknown,greengrocer,-0.1043701,34.7519231,,Southern sublocation,"Lower Railways, k.b.c., Southern sublocation, Kisumu Central, Kisumu, City of Ki"
102,9126374353,Drink and smile,water,-0.1042736,34.7518879,New Station Road,Southern sublocation,"New Station Road, Lower Railways, k.b.c., Southern sublocation, Kisumu Central, "
103,9443804417,Queen Soap,chemist,-0.1110779,34.7693277,,Nyalenda A,"Kasagam, Nyalenda A, Kisumu East, Kisumu, City of Kisumu, Kisumu, 40141, Kenya"
105,9443804425,Mama Brax Shop,chemist,-0.0659193,34.7047465,,Korando A sublocation,"Korando A sublocation, Central Kisumu ward, Kisumu, City of Kisumu, Kisumu West,"
109,9443804444,Sharon,chemist,-0.1009514,34.7690236,,Brilliant,"Brilliant, Polyview, Kisumu Central, Kisumu, City of Kisumu, Kisumu, 40103, Keny"
110,9443804446,Cynthia Atieno,chemist,-0.0751447,34.7813578,P241,Migosi,"P241, Lolwe shopping center, Migosi, Kisumu Central, Kisumu, City of Kisumu, Kis"
114,9443804462,Nelly's House,chemist,-0.1227859,34.753216,,Wadhare,"Wadhare, Kilo, Kisumu Central, Kisumu, City of Kisumu, Kisumu, 40141, Kenya"
117,9443804470,Vincent's Shop,chemist,-0.1183712,34.7602091,,k.b.c.,"k.b.c., Pandipieri, Nyalenda B ward, Kisumu, City of Kisumu, Kisumu, 40141, Keny"
120,9443804487,Andrew Ater,chemist,-0.082992,34.8002358,,Kasule,"Kasule, Kasule sublocation, Kisumu East, Kisumu, City of Kisumu, Kisumu, 40103, "
122,9443804492,Dennis,chemist,-0.0713507,34.781385,,Lolwe,"Afya Estate, Lolwe, Kisumu Central, Kisumu, City of Kisumu, Kisumu, 40103, Kenya"
124,9443804498,Suprima Industries,chemist,-0.0954574,34.7527257,Obote Road,Bandari sublocation,"Obote Road, Kamas, Bandari sublocation, Railways ward, Kisumu, City of Kisumu, K"
126,9443804517,Mironga,chemist,-0.0713655,34.781385,,Lolwe,"Afya Estate, Lolwe, Kisumu Central, Kisumu, City of Kisumu, Kisumu, 40103, Kenya"
127,9443804519,Yvonne,chemist,-0.0704857,34.8113723,Kibos Road,Nyalunya sublocation,"Kibos Road, Elgon, Ogango, Nyalunya sublocation, Kolwa Central ward, Kisumu, Cit"
128,9443804521,Carruthers East Africa,chemist,-0.0545839,34.7920343,,West Kajulu location,"Wathorego sublocation, West Kajulu location, Kisumu East, Kisumu, City of Kisumu"
131,9443804537,Lord General Shop,chemist,-0.0976701,34.777944,,Manyatta A,"Baraka, Manyatta A, Kisumu Central, Kisumu, City of Kisumu, Kisumu, 40103, Kenya"
134,9443804549,Elias,chemist,-0.1186567,34.7599544,,Wadhare,"Wadhare, Pandipieri, Nyalenda B ward, Kisumu, City of Kisumu, Kisumu, 40141, Ken"
141,9446338304,Naomi Achieng,chemist,-0.083015,34.8002048,,Kasule,"Kasule, Kasule sublocation, Kisumu East, Kisumu, City of Kisumu, Kisumu, 40103, "
148,9446395025,Carter's Shaop,chemist,-0.0772688,34.7779309,,Migosi,"Salina, Migosi, Kisumu Central, Kisumu, City of Kisumu, Kisumu, 40103, Kenya"
149,9446395026,Otom Investments,chemist,-0.0828786,34.770735,Bypass Highway,Nyawita sublocation,"Bypass Highway, Kamakowa, Kondele, Nyawita sublocation, Kisumu Central, Kisumu, "
150,9446395031,Deborah Ouma Odindo Shop,chemist,-0.0755421,34.7086556,,Kogony' B,"Kogony' B, Korando A sublocation, Central Kisumu ward, Kisumu, City of Kisumu, K"
162,9446395094,Olenyo Shop,chemist,-0.0907746,34.78157,N29;Kisumu,Manyatta A,"N29;Kisumu, Corner Legio, Manyatta A, Kisumu Central, Kisumu, City of Kisumu, Ki"
163,9446395095,KCB Mpesa Shop,chemist,-0.0751677,34.7080056,,Kogony' B,"Kogony' B, Korando A sublocation, Central Kisumu ward, Kisumu, City of Kisumu, K"
171,9446395117,Babby,chemist,-0.0990553,34.7697439,,Brilliant,"Brilliant, Polyview, Kisumu Central, Kisumu, City of Kisumu, Kisumu, 40103, Keny"
176,9446395130,No Name Yet,chemist,-0.0827604,34.7708349,Bypass Highway,Nyawita sublocation,"Bypass Highway, Kamakowa, Kondele, Nyawita sublocation, Kisumu Central, Kisumu, "
178,9446395135,Her House,chemist,-0.1285161,34.7471476,,Nanga,"Nanga, Katworo, Kisumu Central, Kisumu, City of Kisumu, Kisumu, 40141, Kenya"
181,9462604704,Eric Welding Shop,chemist,-0.0895694,34.7760295,Bypass Highway,Gonda,"Bypass Highway, Gonda, Arina, Kondele ward, Kisumu, City of Kisumu, Kisumu, 4010"
187,9462619420,Cynthia's Shop,chemist,-0.1007601,34.7688561,,Polyview,"Polyview, Kisumu Central, Kisumu, City of Kisumu, Kisumu, 40103, Kenya"
192,9462619432,Princess Marcos,chemist,-0.0712652,34.7812586,,Lolwe,"Afya Estate, Lolwe, Kisumu Central, Kisumu, City of Kisumu, Kisumu, 40103, Kenya"
195,9462619443,Gulflab Chemical Co.Ltd,chemist,-0.1009976,34.7507304,,Bandari sublocation,"Kamas, Jua Kali, Bandari sublocation, Railways ward, Kisumu, City of Kisumu, Kis"
200,9462619461,Bb,chemist,-0.0952496,34.7671143,,Manyatta A,"Celtel Estate, Kaloleni, Manyatta A, Shauri Moyo Kaloleni Ward, Kisumu, City of "
202,9462619464,Kona Shop,chemist,-0.1010382,34.7679492,Ondiek Highway,Northern sublocation,"Ondiek Highway, Ten Houses, Northern sublocation, Shauri Moyo Kaloleni Ward, Kis"
211,9462619487,David,chemist,-0.0829795,34.7779881,London Guest House Road,Manyatta A,"London Guest House Road, Corner Legio, Manyatta A, Kisumu Central, Kisumu, City "
213,9462619492,Kibos Sugar,chemist,-0.0622435,34.8159054,Tingwangi-Kibos prison Rd.,Chiga sublocation,"Tingwangi-Kibos prison Rd., Chiga sublocation, Sugar Research, Miwani ward, City"
221,9462619523,Safe Water And Aids Project,chemist,-0.1105808,34.761828,,Southern sublocation,"Kisumu National Museum, Southern sublocation, Kisumu Central, Kisumu, City of Ki"
224,9462619528,Kibos Sugar,chemist,-0.0711163,34.8093784,,Nyalunya sublocation,"Nyalunya sublocation, Kolwa Central ward, Kisumu, City of Kisumu, Kisumu, 40103,"
229,9462619554,Beatrice Enterprises Limited,chemist,-0.0598471,34.779653,,West Kajulu location,"Konya sublocation, West Kajulu location, Kisumu East, Kisumu, City of Kisumu, Ki"
242,9462682162,Equitor Bottlers,chemist,-0.0862831,34.7412319,Old Airport Road,Bandari sublocation,"Old Airport Road, Airport, Bandari sublocation, Kisumu Central, Kisumu, City of "
245,9462682188,Joel Enterprise,chemist,-0.1205949,34.7545309,Ring Road,Milimani,"Ring Road, Kachok, Milimani, Southern sublocation, Kisumu Central, Kisumu, City "
249,9462682201,Flozy Detergent,chemist,-0.1169505,34.759302,Awour Otieno Road,Southern sublocation,"Awour Otieno Road, k.b.c., Southern sublocation, Kisumu Central, Kisumu, City of"
254,9462682918,Industrial Detergent,chemist,-0.1009915,34.7612167,,Northern sublocation,"Police Line, Northern sublocation, Market Milimani ward, Kisumu, City of Kisumu,"
257,9462682926,Judy's Shop,chemist,-0.1130299,34.765803,Ring Road,Southern sublocation,"Ring Road, Kachok, Southern sublocation, Kisumu Central, Kisumu, City of Kisumu,"
260,9462682944,Dorothy Amayamu,chemist,-0.0830757,34.7787198,London Guest House Road,Manyatta A,"London Guest House Road, Corner Legio, Manyatta A, Kisumu Central, Kisumu, City "
265,9462682963,Maurice Cleaners,chemist,-0.0830025,34.7706262,Bypass Highway,Nyawita sublocation,"Bypass Highway, Kamakowa, Kondele, Nyawita sublocation, Kisumu Central, Kisumu, "
273,9462682998,Linet Oliech,chemist,-0.05738,34.7826752,,West Kajulu location,"Mamboleo Market, Konya sublocation, West Kajulu location, Kisumu East, Kisumu, C"
275,9462683006,Rose Bella,chemist,-0.0578029,34.7852297,,West Kajulu location,"Mamboleo Market, Wathorego sublocation, West Kajulu location, Kisumu East, Kisum"
300,9465883861,Lohman Chemicals,chemist,-0.0823498,34.7756884,,Migosi,"Fourems, Migosi, Kisumu Central, Kisumu, City of Kisumu, Kisumu, 40103, Kenya"
303,9465883869,House,chemist,-0.1296197,34.7456371,,Nanga,"Nanga, Katworo, Kisumu Central, Kisumu, City of Kisumu, Kisumu, 40141, Kenya"
305,9465883875,Goreti Shop,chemist,-0.124715,34.7530067,,Wadhare,"Wadhare, Kilo, Kisumu Central, Kisumu, City of Kisumu, Kisumu, 40141, Kenya"
308,9465883900,Cyneth Home Wash,chemist,-0.0766375,34.7775038,,Migosi,"Kapenesa, Migosi, Kisumu Central, Kisumu, City of Kisumu, Kisumu, 40103, Kenya"
309,9465883901,Winfrida Ochieng,chemist,-0.0829266,34.7785549,,Manyatta A,"Corner Legio, Manyatta A, Kisumu Central, Kisumu, City of Kisumu, Kisumu, 40103,"
311,9465883904,Beatrice,chemist,-0.0826087,34.7797533,N29;Kisumu,Manyatta A,"N29;Kisumu, Kona Mbaya, Baraka, Manyatta A, Kisumu Central, Kisumu, City of Kisu"
323,9465905636,Home Based,chemist,-0.0949876,34.7801283,,Manyatta A,"Sije, Manyatta A, Kisumu Central, Kisumu, City of Kisumu, Kisumu, 40103, Kenya"
324,9465905637,Linet Atieno Omollo,chemist,-0.0830158,34.8002191,,Kasule,"Kasule, Kasule sublocation, Kisumu East, Kisumu, City of Kisumu, Kisumu, 40103, "
332,9465905661,Dorcass,chemist,-0.0967368,34.7810021,N29,Manyatta B,"N29, Kwoyo, Manyatta B, Kisumu Central, Kisumu, City of Kisumu, Kisumu, 40103, K"
356,9465905761,Ziki,chemist,-0.0814662,34.7653854,P208,Nyawita sublocation,"P208, Obunga-sega Sega, Tom Mboya Estate, Nyawita sublocation, Kisumu Central, K"
357,9465905764,Aqua Foss,chemist,-0.12578,34.75385,,Nyalenda B,"Wadhare, Nyalenda B, Kisumu Central, Kisumu, City of Kisumu, Kisumu, 40141, Keny"
360,9465905769,Fifi Detergents,chemist,-0.1176661,34.7592865,Ring Road,Milimani,"Ring Road, Kachok, Milimani, Southern sublocation, Nyalenda B ward, Kisumu, City"
371,9467664683,Cadra,chemist,-0.0814732,34.7816278,Kibos Road,Manyatta A,"Kibos Road, Corner Legio, Manyatta A, Kisumu Central, Kisumu, City of Kisumu, Ki"
377,9467664702,Dee Biz,chemist,-0.120614,34.754366,L21;Kisumu,Milimani,"L21;Kisumu, Milimani, Southern sublocation, Kisumu Central, Kisumu, City of Kisu"
384,9467698826,Moniq,chemist,-0.1205534,34.7543576,L21;Kisumu,Milimani,"L21;Kisumu, Milimani, Southern sublocation, Kisumu Central, Kisumu, City of Kisu"
388,9467698836,House,chemist,-0.1324017,34.743435,Harambee Road,Nyangienda,"Harambee Road, Nyangienda, Katworo, Kisumu Central, Kisumu, City of Kisumu, Kisu"
391,9467698840,Real Fasion,chemist,-0.095655,34.7673314,Ramogi Road,Northern sublocation,"Ramogi Road, Celtel Estate, Pembe Tatu, Northern sublocation, Kisumu Central, Ki"
392,9467698842,Lilian Oyugi,chemist,-0.0952358,34.7669469,,Manyatta A,"Police Dog Unit, Kaloleni, Manyatta A, Shauri Moyo Kaloleni Ward, Kisumu, City o"
393,9467698844,Brook,chemist,-0.0990553,34.7697439,,Brilliant,"Brilliant, Polyview, Kisumu Central, Kisumu, City of Kisumu, Kisumu, 40103, Keny"
397,9467698854,Agustin Shop,chemist,-0.0956436,34.7673327,Ramogi Road,Northern sublocation,"Ramogi Road, Celtel Estate, Pembe Tatu, Northern sublocation, Kisumu Central, Ki"
398,9467698861,Pheny,chemist,-0.1202091,34.761459,,Wadhare,"Wadhare, Pandipieri, Kisumu Central, Kisumu, City of Kisumu, Kisumu, 40141, Keny"
400,9467698871,Eunice,chemist,-0.1171852,34.7622201,,Nyalenda A,"Nyalenda A, Kisumu East, Kisumu, City of Kisumu, Kisumu, 40141, Kenya"
401,9467698872,Shayla,chemist,-0.0957017,34.7671989,Ramogi Road,Northern sublocation,"Ramogi Road, Celtel Estate, Northern sublocation, Kisumu Central, Kisumu, City o"
407,9467698906,James,chemist,-0.0786617,34.7691515,P208,Nyawita sublocation,"P208, Obunga-sega Sega, Tom Mboya Estate, Nyawita sublocation, Kisumu Central, K"
411,9467698918,Mama Gloria Shop,chemist,-0.1161411,34.786713,,Nyamasaria,"Nyamasaria shoping center, Nyamasaria, Kasule sublocation, Kisumu East, Kisumu, "
413,9467698921,Mama Jay,chemist,-0.1189273,34.7598649,,Wadhare,"Wadhare, k.b.c., Pandipieri, Nyalenda B ward, Kisumu, City of Kisumu, Kisumu, 40"
419,9467698936,Filida Quick Access,chemist,-0.1230309,34.7522629,,Milimani,"Milimani, Southern sublocation, Nyalenda B ward, Kisumu, City of Kisumu, Kisumu,"
420,9467698939,Stacy,chemist,-0.0967368,34.7810021,N29,Manyatta B,"N29, Kwoyo, Manyatta B, Kisumu Central, Kisumu, City of Kisumu, Kisumu, 40103, K"
424,9467698955,Jesca Shop,chemist,-0.1130299,34.765803,Ring Road,Southern sublocation,"Ring Road, Kachok, Southern sublocation, Kisumu Central, Kisumu, City of Kisumu,"
428,9467698969,Joseph,chemist,-0.0992005,34.7804817,,Manyatta B,"Kwoyo, Manyatta B, Kisumu East, Kisumu, City of Kisumu, Kisumu, 40103, Kenya"
432,9467698984,Jannet Shop,chemist,-0.0779769,34.7920643,,Kasule sublocation,"Elgon, Ogango, Kasule sublocation, Kisumu East, Kisumu, City of Kisumu, Kisumu, "
434,9467698989,Flevicks Complex Shop,chemist,-0.0607037,34.7806516,C674,West Kajulu location,"C674, Mamboleo Market, Konya sublocation, West Kajulu location, Kisumu East, Kis"
436,9467698996,Monroe Beauty Shop,chemist,-0.0890568,34.7701046,,Manyatta A,"Police Dog Unit, Manyatta A, Kisumu Central, Kisumu, City of Kisumu, Kisumu, 401"
438,9467699005,Kibos Sugar And Allied Industries,chemist,-0.1038568,34.7576471,Omolo Agar Road,Southern sublocation,"Omolo Agar Road, Sansora Estate, k.b.c., Southern sublocation, Kisumu Central, K"
439,9467699012,Bether,chemist,-0.1150767,34.7647999,,Nyalenda A,"Nyalenda A, Kisumu East, Kisumu, City of Kisumu, Kisumu, 40141, Kenya"
444,10559137642,Chandarana FoodPlus,supermarket,-0.1068974,34.7520682,Got Huma Road,Southern sublocation,"Got Huma Road, Civil Servants, Southern sublocation, Kisumu Central, Kisumu, Cit"
448,10579036149,Micromed Pharmacy,chemist,-0.0830038,34.774878,Kakamega Road,Nyawita sublocation,"Kakamega Road, Quarry, Kondele, Nyawita sublocation, Migosi ward, Kisumu, City o"
450,10588857558,Roastiez butchery,butcher,-0.0929534,34.7638524,,Industrial Area,"Wayside Shopping Centre, Industrial Area, Bandari sublocation, Shauri Moyo Kalol"
451,10588857559,Platinum Liquor World,alcohol,-0.0928839,34.7637912,,Bandari sublocation,"Wayside Shopping Centre, Mosque Estate, Bandari sublocation, Shauri Moyo Kalolen"
