outlet_osm_id,outlet_name,outlet_type,suburb,outlet_lat,outlet_lon,sku,category,product_name,last_delivery_date,days_since_delivery,implied_stock,daily_depletion,stockout_probability
3291255926,Kiosk,convenience,Nyalenda B,-0.1253104,34.7535577,PC002,personal_care,Dove Bar Soap,2024-12-23,0,16.0,0.59,0.1
3291255926,Kiosk,convenience,Nyalenda B,-0.1253104,34.7535577,PC003,personal_care,Colgate Toothpaste,2024-12-16,7,6.0,0.43,0.1
3291255926,Kiosk,convenience,Nyalenda B,-0.1253104,34.7535577,SAN001,sanitary,Always Pads,2024-12-16,7,3.1,0.41,0.5
3291255926,Kiosk,convenience,Nyalenda B,-0.1253104,34.7535577,SAN002,sanitary,Huggies Diapers,2024-12-02,21,3.8,0.39,0.5
3291255926,Kiosk,convenience,Nyalenda B,-0.1253104,34.7535577,SOP001,soap,Omo Detergent,2024-12-09,14,9.8,0.73,0.1
3291255926,Kiosk,convenience,Nyalenda B,-0.1253104,34.7535577,SOP002,soap,Sunlight Bar Soap,2024-12-23,0,12.0,0.56,0.1
3291255926,Kiosk,convenience,Nyalenda B,-0.1253104,34.7535577,SOP003,soap,Bidco Bar Soap,2024-12-23,0,16.0,0.57,0.1
3291255926,Kiosk,convenience,Nyalenda B,-0.1253104,34.7535577,SOP004,soap,Dettol Bar Soap,2024-12-02,21,2.5,0.45,0.5
3291255926,Kiosk,convenience,Nyalenda B,-0.1253104,34.7535577,SUG001,sugar,Mumias Sugar,2024-12-09,14,10.0,0.71,0.1
3291255926,Kiosk,convenience,Nyalenda B,-0.1253104,34.7535577,SUG002,sugar,Mumias Sugar,2024-12-02,21,5.2,0.7,0.5
3291255926,Kiosk,convenience,Nyalenda B,-0.1253104,34.7535577,SUG003,sugar,Nzoia Sugar,2024-12-02,21,4.8,0.91,0.5
3291258371,Kiosk,convenience,Wadhare,-0.125057,34.7536201,BEV001,beverages,Afia Juice,2024-12-09,14,9.6,0.74,0.1
3291258371,Kiosk,convenience,Wadhare,-0.125057,34.7536201,BEV002,beverages,Pick n Peel Juice,2024-12-16,7,8.1,0.56,0.1
3291258371,Kiosk,convenience,Wadhare,-0.125057,34.7536201,BEV003,beverages,Tusker Lager,2024-12-16,7,10.0,0.71,0.1
3291258371,Kiosk,convenience,Wadhare,-0.125057,34.7536201,BEV004,beverages,Coca-Cola Soda,2024-12-16,7,11.8,0.6,0.1
3291258371,Kiosk,convenience,Wadhare,-0.125057,34.7536201,FLR001,flour,Jogoo Maize Flour,2024-12-16,7,7.5,0.94,0.5
3291258371,Kiosk,convenience,Wadhare,-0.125057,34.7536201,FLR002,flour,Jogoo Maize Flour,2024-12-09,14,5.8,0.87,0.5
3291258371,Kiosk,convenience,Wadhare,-0.125057,34.7536201,FLR003,flour,Pembe Maize Flour,2024-12-09,14,7.0,1.0,0.5
3291258371,Kiosk,convenience,Wadhare,-0.125057,34.7536201,FLR004,flour,Kabras Maize Flour,2024-12-16,7,8.4,1.09,0.5
3291258371,Kiosk,convenience,Wadhare,-0.125057,34.7536201,OIL001,cooking_oil,Golden Fry Cooking Oil,2024-12-16,7,6.3,0.82,0.5
3291258371,Kiosk,convenience,Wadhare,-0.125057,34.7536201,OIL002,cooking_oil,Golden Fry Cooking Oil,2024-12-23,0,12.0,0.82,0.1
3291258371,Kiosk,convenience,Wadhare,-0.125057,34.7536201,OIL003,cooking_oil,Soya King Cooking Oil,2024-12-09,14,11.5,0.89,0.1
3291258371,Kiosk,convenience,Wadhare,-0.125057,34.7536201,OIL004,cooking_oil,Soya King Cooking Oil,2024-12-09,14,6.0,0.86,0.5
3291258371,Kiosk,convenience,Wadhare,-0.125057,34.7536201,PC001,personal_care,Vaseline Body Lotion,2024-12-09,14,3.0,0.43,0.5
3291258371,Kiosk,convenience,Wadhare,-0.125057,34.7536201,PC002,personal_care,Dove Bar Soap,2024-12-23,0,12.0,0.44,0.1
3291258371,Kiosk,convenience,Wadhare,-0.125057,34.7536201,PC003,personal_care,Colgate Toothpaste,2024-12-23,0,6.0,0.41,0.1
3291258371,Kiosk,convenience,Wadhare,-0.125057,34.7536201,SAN001,sanitary,Always Pads,2024-12-16,7,5.9,0.3,0.1
3291258371,Kiosk,convenience,Wadhare,-0.125057,34.7536201,SAN002,sanitary,Huggies Diapers,2024-12-02,21,2.5,0.45,0.5
3291258371,Kiosk,convenience,Wadhare,-0.125057,34.7536201,SOP001,soap,Omo Detergent,2024-12-09,14,4.0,0.57,0.5
3291258371,Kiosk,convenience,Wadhare,-0.125057,34.7536201,SOP002,soap,Sunlight Bar Soap,2024-12-16,7,3.1,0.41,0.5
3291258371,Kiosk,convenience,Wadhare,-0.125057,34.7536201,SOP003,soap,Bidco Bar Soap,2024-12-23,0,8.0,0.55,0.1
3291258371,Kiosk,convenience,Wadhare,-0.125057,34.7536201,SOP004,soap,Dettol Bar Soap,2024-12-16,7,5.2,0.68,0.5
3291258371,Kiosk,convenience,Wadhare,-0.125057,34.7536201,SUG001,sugar,Mumias Sugar,2024-12-16,7,17.7,0.9,0.1
3291258371,Kiosk,convenience,Wadhare,-0.125057,34.7536201,SUG002,sugar,Mumias Sugar,2024-12-16,7,5.2,0.69,0.5
3291258371,Kiosk,convenience,Wadhare,-0.125057,34.7536201,SUG003,sugar,Nzoia Sugar,2024-12-23,0,20.0,0.73,0.1
3291258372,Kiosk,convenience,Wadhare,-0.1239009,34.7533096,BEV001,beverages,Afia Juice,2024-12-09,14,5.0,0.71,0.5
3291258372,Kiosk,convenience,Wadhare,-0.1239009,34.7533096,BEV002,beverages,Pick n Peel Juice,2024-12-23,0,20.0,0.72,0.1
3291258372,Kiosk,convenience,Wadhare,-0.1239009,34.7533096,BEV003,beverages,Tusker Lager,2024-12-23,0,20.0,0.73,0.1
3291258372,Kiosk,convenience,Wadhare,-0.1239009,34.7533096,BEV004,beverages,Coca-Cola Soda,2024-12-23,0,10.0,0.64,0.1
3291258372,Kiosk,convenience,Wadhare,-0.1239009,34.7533096,FLR001,flour,Jogoo Maize Flour,2024-12-02,21,5.1,0.9,0.5
3291258372,Kiosk,convenience,Wadhare,-0.1239009,34.7533096,FLR002,flour,Jogoo Maize Flour,2024-12-02,21,8.2,1.32,0.5
3291258372,Kiosk,convenience,Wadhare,-0.1239009,34.7533096,FLR003,flour,Pembe Maize Flour,2024-12-23,0,24.0,1.09,0.1
3291258372,Kiosk,convenience,Wadhare,-0.1239009,34.7533096,FLR004,flour,Kabras Maize Flour,2024-12-23,0,28.0,0.99,0.1
3291258372,Kiosk,convenience,Wadhare,-0.1239009,34.7533096,OIL001,cooking_oil,Golden Fry Cooking Oil,2024-12-23,0,10.0,0.65,0.1
3291258372,Kiosk,convenience,Wadhare,-0.1239009,34.7533096,OIL002,cooking_oil,Golden Fry Cooking Oil,2024-12-23,0,24.0,0.91,0.1
3291258372,Kiosk,convenience,Wadhare,-0.1239009,34.7533096,OIL003,cooking_oil,Soya King Cooking Oil,2024-12-09,14,5.0,0.71,0.5
3291258372,Kiosk,convenience,Wadhare,-0.1239009,34.7533096,OIL004,cooking_oil,Soya King Cooking Oil,2024-12-02,21,5.9,1.05,0.5
3291258372,Kiosk,convenience,Wadhare,-0.1239009,34.7533096,PC001,personal_care,Vaseline Body Lotion,2024-12-23,0,9.0,0.43,0.1
3291258372,Kiosk,convenience,Wadhare,-0.1239009,34.7533096,PC002,personal_care,Dove Bar Soap,2024-12-23,0,12.0,0.42,0.1
3291258372,Kiosk,convenience,Wadhare,-0.1239009,34.7533096,PC003,personal_care,Colgate Toothpaste,2024-12-23,0,6.0,0.41,0.1
3291258372,Kiosk,convenience,Wadhare,-0.1239009,34.7533096,SAN001,sanitary,Always Pads,2024-12-23,0,12.0,0.42,0.1
3291258372,Kiosk,convenience,Wadhare,-0.1239009,34.7533096,SAN002,sanitary,Huggies Diapers,2024-12-23,0,4.0,0.26,0.1
3291258372,Kiosk,convenience,Wadhare,-0.1239009,34.7533096,SOP001,soap,Omo Detergent,2024-12-23,0,6.0,0.4,0.1
3291258372,Kiosk,convenience,Wadhare,-0.1239009,34.7533096,SOP002,soap,Sunlight Bar Soap,2024-12-23,0,15.0,0.71,0.1
3291258372,Kiosk,convenience,Wadhare,-0.1239009,34.7533096,SOP003,soap,Bidco Bar Soap,2024-12-23,0,15.0,0.72,0.1
3291258372,Kiosk,convenience,Wadhare,-0.1239009,34.7533096,SOP004,soap,Dettol Bar Soap,2024-12-23,0,12.0,0.57,0.1
3291258372,Kiosk,convenience,Wadhare,-0.1239009,34.7533096,SUG001,sugar,Mumias Sugar,2024-12-23,0,10.0,0.69,0.1
3291258372,Kiosk,convenience,Wadhare,-0.1239009,34.7533096,SUG002,sugar,Mumias Sugar,2024-12-23,0,24.0,0.91,0.1
3291258372,Kiosk,convenience,Wadhare,-0.1239009,34.7533096,SUG003,sugar,Nzoia Sugar,2024-12-09,14,9.6,0.74,0.1
3291258373,Kiosk,convenience,Wadhare,-0.1227416,34.7529361,BEV001,beverages,Afia Juice,2024-12-16,7,11.9,0.87,0.1
3291258373,Kiosk,convenience,Wadhare,-0.1227416,34.7529361,BEV002,beverages,Pick n Peel Juice,2024-12-09,14,4.0,0.57,0.5
3291258373,Kiosk,convenience,Wadhare,-0.1227416,34.7529361,BEV003,beverages,Tusker Lager,2024-12-09,14,9.8,0.73,0.1
3291258373,Kiosk,convenience,Wadhare,-0.1227416,34.7529361,BEV004,beverages,Coca-Cola Soda,2024-12-09,14,6.2,0.84,0.5
3291258373,Kiosk,convenience,Wadhare,-0.1227416,34.7529361,FLR001,flour,Jogoo Maize Flour,2024-12-02,21,7.3,1.18,0.5
3291258373,Kiosk,convenience,Wadhare,-0.1227416,34.7529361,FLR002,flour,Jogoo Maize Flour,2024-12-02,21,5.9,1.05,0.5
3291258373,Kiosk,convenience,Wadhare,-0.1227416,34.7529361,FLR003,flour,Pembe Maize Flour,2024-12-16,7,26.5,1.35,0.1
3291258373,Kiosk,convenience,Wadhare,-0.1227416,34.7529361,FLR004,flour,Kabras Maize Flour,2024-12-16,7,7.2,0.97,0.5
3291258373,Kiosk,convenience,Wadhare,-0.1227416,34.7529361,OIL001,cooking_oil,Golden Fry Cooking Oil,2024-12-09,14,5.0,0.71,0.5
3291258373,Kiosk,convenience,Wadhare,-0.1227416,34.7529361,OIL002,cooking_oil,Golden Fry Cooking Oil,2024-12-16,7,10.0,0.71,0.1
3291258373,Kiosk,convenience,Wadhare,-0.1227416,34.7529361,OIL003,cooking_oil,Soya King Cooking Oil,2024-12-09,14,7.0,1.0,0.5
3291258373,Kiosk,convenience,Wadhare,-0.1227416,34.7529361,OIL004,cooking_oil,Soya King Cooking Oil,2024-12-16,7,12.0,0.85,0.1
3291258373,Kiosk,convenience,Wadhare,-0.1227416,34.7529361,PC001,personal_care,Vaseline Body Lotion,2024-12-16,7,6.0,0.43,0.1
3291258373,Kiosk,convenience,Wadhare,-0.1227416,34.7529361,PC002,personal_care,Dove Bar Soap,2024-12-16,7,11.8,0.6,0.1
3291258373,Kiosk,convenience,Wadhare,-0.1227416,34.7529361,PC003,personal_care,Colgate Toothpaste,2024-12-16,7,3.1,0.41,0.5
3291258373,Kiosk,convenience,Wadhare,-0.1227416,34.7529361,SAN001,sanitary,Always Pads,2024-12-16,7,3.1,0.41,0.5
3291258373,Kiosk,convenience,Wadhare,-0.1227416,34.7529361,SAN002,sanitary,Huggies Diapers,2024-12-16,7,3.1,0.42,0.5
3291258373,Kiosk,convenience,Wadhare,-0.1227416,34.7529361,SOP001,soap,Omo Detergent,2024-12-23,0,16.0,0.59,0.1
3291258373,Kiosk,convenience,Wadhare,-0.1227416,34.7529361,SOP002,soap,Sunlight Bar Soap,2024-12-23,0,20.0,0.75,0.1
3291258373,Kiosk,convenience,Wadhare,-0.1227416,34.7529361,SOP003,soap,Bidco Bar Soap,2024-12-23,0,10.0,0.68,0.1
3291258373,Kiosk,convenience,Wadhare,-0.1227416,34.7529361,SOP004,soap,Dettol Bar Soap,2024-12-16,7,14.8,0.74,0.1
3291258373,Kiosk,convenience,Wadhare,-0.1227416,34.7529361,SUG001,sugar,Mumias Sugar,2024-12-23,0,12.0,0.83,0.1
3291258373,Kiosk,convenience,Wadhare,-0.1227416,34.7529361,SUG002,sugar,Mumias Sugar,2024-12-09,14,5.2,0.7,0.5
3291258373,Kiosk,convenience,Wadhare,-0.1227416,34.7529361,SUG003,sugar,Nzoia Sugar,2024-12-23,0,18.0,0.86,0.1
3292350021,Unknown,butcher,Southern sublocation,-0.1033614,34.7557818,BEV001,beverages,Afia Juice,2024-12-16,7,2.1,0.28,0.5
3292350021,Unknown,butcher,Southern sublocation,-0.1033614,34.7557818,BEV002,beverages,Pick n Peel Juice,2024-12-02,21,1.7,0.3,0.5
3292350021,Unknown,butcher,Southern sublocation,-0.1033614,34.7557818,BEV003,beverages,Tusker Lager,2024-12-16,7,5.9,0.3,0.1
3292350021,Unknown,butcher,Southern sublocation,-0.1033614,34.7557818,BEV004,beverages,Coca-Cola Soda,2024-12-23,0,8.0,0.29,0.1
3292350021,Unknown,butcher,Southern sublocation,-0.1033614,34.7557818,FLR001,flour,Jogoo Maize Flour,2024-12-09,14,7.7,0.6,0.1
3292350021,Unknown,butcher,Southern sublocation,-0.1033614,34.7557818,FLR002,flour,Jogoo Maize Flour,2024-12-23,0,12.0,0.45,0.1
3292350021,Unknown,butcher,Southern sublocation,-0.1033614,34.7557818,FLR003,flour,Pembe Maize Flour,2024-12-23,0,16.0,0.59,0.1
3292350021,Unknown,butcher,Southern sublocation,-0.1033614,34.7557818,FLR004,flour,Kabras Maize Flour,2024-12-02,21,3.4,0.6,0.5
3292350021,Unknown,butcher,Southern sublocation,-0.1033614,34.7557818,OIL001,cooking_oil,Golden Fry Cooking Oil,2024-12-09,14,5.9,0.44,0.1
3292350021,Unknown,butcher,Southern sublocation,-0.1033614,34.7557818,OIL002,cooking_oil,Golden Fry Cooking Oil,2024-12-09,14,2.0,0.29,0.5
3292350021,Unknown,butcher,Southern sublocation,-0.1033614,34.7557818,OIL003,cooking_oil,Soya King Cooking Oil,2024-12-16,7,6.0,0.43,0.1
3292350021,Unknown,butcher,Southern sublocation,-0.1033614,34.7557818,OIL004,cooking_oil,Soya King Cooking Oil,2024-12-23,0,9.0,0.42,0.1
3292350021,Unknown,butcher,Southern sublocation,-0.1033614,34.7557818,PC001,personal_care,Vaseline Body Lotion,2024-12-02,21,1.6,0.3,0.5
3292350021,Unknown,butcher,Southern sublocation,-0.1033614,34.7557818,PC002,personal_care,Dove Bar Soap,2024-12-16,7,1.0,0.14,0.5
3292350021,Unknown,butcher,Southern sublocation,-0.1033614,34.7557818,PC003,personal_care,Colgate Toothpaste,2024-12-16,7,5.9,0.3,0.1
3292350021,Unknown,butcher,Southern sublocation,-0.1033614,34.7557818,SAN001,sanitary,Always Pads,2024-12-09,14,1.9,0.15,0.1
3292350021,Unknown,butcher,Southern sublocation,-0.1033614,34.7557818,SAN002,sanitary,Huggies Diapers,2024-12-02,21,0.8,0.15,0.5
3292350021,Unknown,butcher,Southern sublocation,-0.1033614,34.7557818,SOP001,soap,Omo Detergent,2024-12-16,7,5.9,0.3,0.1
3292350021,Unknown,butcher,Southern sublocation,-0.1033614,34.7557818,SOP002,soap,Sunlight Bar Soap,2024-12-16,7,5.9,0.3,0.1
3292350021,Unknown,butcher,Southern sublocation,-0.1033614,34.7557818,SOP003,soap,Bidco Bar Soap,2024-12-23,0,8.0,0.3,0.1
3292350021,Unknown,butcher,Southern sublocation,-0.1033614,34.7557818,SOP004,soap,Dettol Bar Soap,2024-12-23,0,6.0,0.28,0.1
3292350021,Unknown,butcher,Southern sublocation,-0.1033614,34.7557818,SUG001,sugar,Mumias Sugar,2024-12-23,0,8.0,0.29,0.1
3292350021,Unknown,butcher,Southern sublocation,-0.1033614,34.7557818,SUG002,sugar,Mumias Sugar,2024-12-23,0,8.0,0.29,0.1
3292350021,Unknown,butcher,Southern sublocation,-0.1033614,34.7557818,SUG003,sugar,Nzoia Sugar,2024-12-02,21,2.5,0.45,0.5
3834757804,Shivling,supermarket,Southern sublocation,-0.1048388,34.7529084,BEV001,beverages,Afia Juice,2024-12-23,0,24.0,1.53,0.1
3834757804,Shivling,supermarket,Southern sublocation,-0.1048388,34.7529084,BEV002,beverages,Pick n Peel Juice,2024-12-16,7,42.9,1.87,0.1
3834757804,Shivling,supermarket,Southern sublocation,-0.1048388,34.7529084,BEV003,beverages,Tusker Lager,2024-12-16,7,44.5,2.22,0.1
3834757804,Shivling,supermarket,Southern sublocation,-0.1048388,34.7529084,BEV004,beverages,Coca-Cola Soda,2024-12-16,7,12.5,1.64,0.5
3834757804,Shivling,supermarket,Southern sublocation,-0.1048388,34.7529084,FLR001,flour,Jogoo Maize Flour,2024-12-02,21,21.1,2.61,0.5
3834757804,Shivling,supermarket,Southern sublocation,-0.1048388,34.7529084,FLR002,flour,Jogoo Maize Flour,2024-12-23,0,76.0,2.79,0.1
3834757804,Shivling,supermarket,Southern sublocation,-0.1048388,34.7529084,FLR003,flour,Pembe Maize Flour,2024-12-16,7,50.4,2.51,0.1
3834757804,Shivling,supermarket,Southern sublocation,-0.1048388,34.7529084,FLR004,flour,Kabras Maize Flour,2024-12-23,0,66.0,3.11,0.1
3834757804,Shivling,supermarket,Southern sublocation,-0.1048388,34.7529084,OIL001,cooking_oil,Golden Fry Cooking Oil,2024-12-23,0,42.0,2.01,0.1
3834757804,Shivling,supermarket,Southern sublocation,-0.1048388,34.7529084,OIL002,cooking_oil,Golden Fry Cooking Oil,2024-12-16,7,18.8,2.45,0.5
3834757804,Shivling,supermarket,Southern sublocation,-0.1048388,34.7529084,OIL003,cooking_oil,Soya King Cooking Oil,2024-12-16,7,15.3,2.1,0.5
3834757804,Shivling,supermarket,Southern sublocation,-0.1048388,34.7529084,OIL004,cooking_oil,Soya King Cooking Oil,2024-12-09,14,30.1,2.42,0.1
3834757804,Shivling,supermarket,Southern sublocation,-0.1048388,34.7529084,PC001,personal_care,Vaseline Body Lotion,2024-12-16,7,26.7,1.33,0.1
3834757804,Shivling,supermarket,Southern sublocation,-0.1048388,34.7529084,PC002,personal_care,Dove Bar Soap,2024-12-16,7,11.4,1.22,0.5
3834757804,Shivling,supermarket,Southern sublocation,-0.1048388,34.7529084,PC003,personal_care,Colgate Toothpaste,2024-12-16,7,10.7,1.33,0.5
3834757804,Shivling,supermarket,Southern sublocation,-0.1048388,34.7529084,SAN001,sanitary,Always Pads,2024-12-23,0,28.0,0.99,0.1
3834757804,Shivling,supermarket,Southern sublocation,-0.1048388,34.7529084,SAN002,sanitary,Huggies Diapers,2024-12-09,14,9.8,1.23,0.5
3834757804,Shivling,supermarket,Southern sublocation,-0.1048388,34.7529084,SOP001,soap,Omo Detergent,2024-12-16,7,29.9,1.44,0.1
3834757804,Shivling,supermarket,Southern sublocation,-0.1048388,34.7529084,SOP002,soap,Sunlight Bar Soap,2024-12-16,7,26.1,1.85,0.1
3834757804,Shivling,supermarket,Southern sublocation,-0.1048388,34.7529084,SOP003,soap,Bidco Bar Soap,2024-12-09,14,12.8,1.44,0.5
3834757804,Shivling,supermarket,Southern sublocation,-0.1048388,34.7529084,SOP004,soap,Dettol Bar Soap,2024-12-16,7,11.4,1.22,0.5
3834757804,Shivling,supermarket,Southern sublocation,-0.1048388,34.7529084,SUG001,sugar,Mumias Sugar,2024-12-02,21,14.7,2.16,0.5
3834757804,Shivling,supermarket,Southern sublocation,-0.1048388,34.7529084,SUG002,sugar,Mumias Sugar,2024-12-23,0,24.0,1.59,0.1
3834757804,Shivling,supermarket,Southern sublocation,-0.1048388,34.7529084,SUG003,sugar,Nzoia Sugar,2024-12-09,14,18.4,2.33,0.5
4620811493,street shop,convenience,Milimani,-0.1183397,34.7464164,BEV001,beverages,Afia Juice,2024-12-23,0,9.0,0.43,0.1
4620811493,street shop,convenience,Milimani,-0.1183397,34.7464164,BEV002,beverages,Pick n Peel Juice,2024-12-16,7,8.8,0.45,0.1
4620811493,street shop,convenience,Milimani,-0.1183397,34.7464164,BEV003,beverages,Tusker Lager,2024-12-16,7,8.9,0.44,0.1
4620811493,street shop,convenience,Milimani,-0.1183397,34.7464164,BEV004,beverages,Coca-Cola Soda,2024-12-16,7,11.9,0.59,0.1
4620811493,street shop,convenience,Milimani,-0.1183397,34.7464164,FLR001,flour,Jogoo Maize Flour,2024-12-23,0,20.0,0.75,0.1
4620811493,street shop,convenience,Milimani,-0.1183397,34.7464164,FLR002,flour,Jogoo Maize Flour,2024-12-23,0,8.0,0.55,0.1
4620811493,street shop,convenience,Milimani,-0.1183397,34.7464164,FLR003,flour,Pembe Maize Flour,2024-12-23,0,15.0,0.71,0.1
4620811493,street shop,convenience,Milimani,-0.1183397,34.7464164,FLR004,flour,Kabras Maize Flour,2024-12-02,21,3.7,0.59,0.5
4620811493,street shop,convenience,Milimani,-0.1183397,34.7464164,OIL001,cooking_oil,Golden Fry Cooking Oil,2024-12-23,0,16.0,0.6,0.1
4620811493,street shop,convenience,Milimani,-0.1183397,34.7464164,OIL002,cooking_oil,Golden Fry Cooking Oil,2024-12-16,7,8.0,0.58,0.1
4620811493,street shop,convenience,Milimani,-0.1183397,34.7464164,OIL003,cooking_oil,Soya King Cooking Oil,2024-12-09,14,9.6,0.74,0.1
4620811493,street shop,convenience,Milimani,-0.1183397,34.7464164,OIL004,cooking_oil,Soya King Cooking Oil,2024-12-16,7,4.2,0.55,0.5
4620811493,street shop,convenience,Milimani,-0.1183397,34.7464164,PC001,personal_care,Vaseline Body Lotion,2024-12-23,0,9.0,0.43,0.1
4620811493,street shop,convenience,Milimani,-0.1183397,34.7464164,PC002,personal_care,Dove Bar Soap,2024-12-09,14,5.8,0.45,0.1
4620811493,street shop,convenience,Milimani,-0.1183397,34.7464164,PC003,personal_care,Colgate Toothpaste,2024-12-02,21,1.7,0.3,0.5
4620811493,street shop,convenience,Milimani,-0.1183397,34.7464164,SAN001,sanitary,Always Pads,2024-12-09,14,2.0,0.29,0.5
4620811493,street shop,convenience,Milimani,-0.1183397,34.7464164,SAN002,sanitary,Huggies Diapers,2024-12-16,7,4.0,0.29,0.1
4620811493,street shop,convenience,Milimani,-0.1183397,34.7464164,SOP001,soap,Omo Detergent,2024-12-09,14,2.0,0.29,0.5
4620811493,street shop,convenience,Milimani,-0.1183397,34.7464164,SOP002,soap,Sunlight Bar Soap,2024-12-16,7,3.1,0.41,0.5
4620811493,street shop,convenience,Milimani,-0.1183397,34.7464164,SOP003,soap,Bidco Bar Soap,2024-12-09,14,3.8,0.3,0.1
4620811493,street shop,convenience,Milimani,-0.1183397,34.7464164,SOP004,soap,Dettol Bar Soap,2024-12-16,7,2.1,0.28,0.5
4620811493,street shop,convenience,Milimani,-0.1183397,34.7464164,SUG001,sugar,Mumias Sugar,2024-12-09,14,3.1,0.42,0.5
4620811493,street shop,convenience,Milimani,-0.1183397,34.7464164,SUG002,sugar,Mumias Sugar,2024-12-09,14,5.8,0.45,0.1
4620811493,street shop,convenience,Milimani,-0.1183397,34.7464164,SUG003,sugar,Nzoia Sugar,2024-12-23,0,12.0,0.45,0.1
6851440464,QuickMart,supermarket,Southern sublocation,-0.1024953,34.7523456,BEV001,beverages,Afia Juice,2024-12-23,0,40.0,2.61,0.1
6851440464,QuickMart,supermarket,Southern sublocation,-0.1024953,34.7523456,BEV002,beverages,Pick n Peel Juice,2024-12-23,0,38.0,2.23,0.1
6851440464,QuickMart,supermarket,Southern sublocation,-0.1024953,34.7523456,BEV003,beverages,Tusker Lager,2024-12-16,7,56.0,2.85,0.1
6851440464,QuickMart,supermarket,Southern sublocation,-0.1024953,34.7523456,BEV004,beverages,Coca-Cola Soda,2024-12-16,7,18.3,2.52,0.5
6851440464,QuickMart,supermarket,Southern sublocation,-0.1024953,34.7523456,FLR001,flour,Jogoo Maize Flour,2024-12-23,0,54.0,3.58,0.1
6851440464,QuickMart,supermarket,Southern sublocation,-0.1024953,34.7523456,FLR002,flour,Jogoo Maize Flour,2024-12-23,0,44.0,2.87,0.1
6851440464,QuickMart,supermarket,Southern sublocation,-0.1024953,34.7523456,FLR003,flour,Pembe Maize Flour,2024-12-02,21,31.6,2.88,0.5
6851440464,QuickMart,supermarket,Southern sublocation,-0.1024953,34.7523456,FLR004,flour,Kabras Maize Flour,2024-12-02,21,26.9,3.1,0.5
6851440464,QuickMart,supermarket,Southern sublocation,-0.1024953,34.7523456,OIL001,cooking_oil,Golden Fry Cooking Oil,2024-12-23,0,100.0,3.26,0.1
6851440464,QuickMart,supermarket,Southern sublocation,-0.1024953,34.7523456,OIL002,cooking_oil,Golden Fry Cooking Oil,2024-12-23,0,92.0,3.3,0.1
6851440464,QuickMart,supermarket,Southern sublocation,-0.1024953,34.7523456,OIL003,cooking_oil,Soya King Cooking Oil,2024-12-09,14,26.0,3.29,0.5
6851440464,QuickMart,supermarket,Southern sublocation,-0.1024953,34.7523456,OIL004,cooking_oil,Soya King Cooking Oil,2024-12-09,14,29.2,3.49,0.5
6851440464,QuickMart,supermarket,Southern sublocation,-0.1024953,34.7523456,PC001,personal_care,Vaseline Body Lotion,2024-12-16,7,23.9,1.73,0.1
6851440464,QuickMart,supermarket,Southern sublocation,-0.1024953,34.7523456,PC002,personal_care,Dove Bar Soap,2024-12-23,0,22.0,1.46,0.1
6851440464,QuickMart,supermarket,Southern sublocation,-0.1024953,34.7523456,PC003,personal_care,Colgate Toothpaste,2024-12-23,0,28.0,1.75,0.1
