osm_id,outlet_name,shop_type,size_tier,sku,category,weekly_units,density_score
7229869129,Shivling,supermarket,large,OIL004,cooking_oil,26,1.391
7229869129,Shivling,supermarket,large,FLR001,flour,30,1.391
7229869129,Shivling,supermarket,large,FLR002,flour,40,1.391
7229869129,Shivling,supermarket,large,FLR003,flour,38,1.391
7229869129,Shivling,supermarket,large,FLR004,flour,40,1.391
7229869129,Shivling,supermarket,large,SUG001,sugar,31,1.391
7229869129,Shivling,supermarket,large,SUG002,sugar,27,1.391
7229869129,Shivling,supermarket,large,SUG003,sugar,30,1.391
7229869129,Shivling,supermarket,large,SOP001,soap,23,1.391
7229869129,Shivling,supermarket,large,SOP002,soap,24,1.391
7229869129,Shivling,supermarket,large,SOP003,soap,18,1.391
7229869129,Shivling,supermarket,large,SOP004,soap,19,1.391
7229869129,Shivling,supermarket,large,BEV001,beverages,24,1.391
7229869129,Shivling,supermarket,large,BEV002,beverages,19,1.391
7229869129,Shivling,supermarket,large,BEV003,beverages,20,1.391
7229869129,Shivling,supermarket,large,BEV004,beverages,27,1.391
7229869129,Shivling,supermarket,large,PC001,personal_care,17,1.391
7229869129,Shivling,supermarket,large,PC002,personal_care,15,1.391
7229869129,Shivling,supermarket,large,PC003,personal_care,19,1.391
7229869129,Shivling,supermarket,large,SAN001,sanitary,14,1.391
7229869129,Shivling,supermarket,large,SAN002,sanitary,15,1.391
7230512297,Gambogi,unclassified,small,OIL001,cooking_oil,1,0.5
7230512297,Gambogi,unclassified,small,OIL002,cooking_oil,2,0.5
7230512297,Gambogi,unclassified,small,OIL003,cooking_oil,1,0.5
7230512297,Gambogi,unclassified,small,OIL004,cooking_oil,2,0.5
7230512297,Gambogi,unclassified,small,FLR001,flour,2,0.5
7230512297,Gambogi,unclassified,small,FLR002,flour,2,0.5
7230512297,Gambogi,unclassified,small,FLR003,flour,2,0.5
7230512297,Gambogi,unclassified,small,FLR004,flour,2,0.5
7230512297,Gambogi,unclassified,small,SUG001,sugar,1,0.5
7230512297,Gambogi,unclassified,small,SUG002,sugar,1,0.5
7230512297,Gambogi,unclassified,small,SUG003,sugar,1,0.5
7230512297,Gambogi,unclassified,small,SOP001,soap,1,0.5
7230512297,Gambogi,unclassified,small,SOP002,soap,1,0.5
7230512297,Gambogi,unclassified,small,SOP003,soap,1,0.5
7230512297,Gambogi,unclassified,small,SOP004,soap,1,0.5
7230512297,Gambogi,unclassified,small,BEV001,beverages,1,0.5
7230512297,Gambogi,unclassified,small,BEV002,beverages,1,0.5
7230512297,Gambogi,unclassified,small,BEV003,beverages,1,0.5
7230512297,Gambogi,unclassified,small,BEV004,beverages,1,0.5
7230512297,Gambogi,unclassified,small,PC001,personal_care,1,0.5
7230512297,Gambogi,unclassified,small,PC002,personal_care,1,0.5
7230512297,Gambogi,unclassified,small,PC003,personal_care,1,0.5
7230512297,Gambogi,unclassified,small,SAN001,sanitary,1,0.5
7230512297,Gambogi,unclassified,small,SAN002,sanitary,1,0.5
8814265702,Mama Papa's Shop,general,medium,OIL001,cooking_oil,6,0.652
8814265702,Mama Papa's Shop,general,medium,OIL002,cooking_oil,4,0.652
8814265702,Mama Papa's Shop,general,medium,OIL003,cooking_oil,6,0.652
8814265702,Mama Papa's Shop,general,medium,OIL004,cooking_oil,5,0.652
8814265702,Mama Papa's Shop,general,medium,FLR001,flour,6,0.652
8814265702,Mama Papa's Shop,general,medium,FLR002,flour,7,0.652
8814265702,Mama Papa's Shop,general,medium,FLR003,flour,7,0.652
8814265702,Mama Papa's Shop,general,medium,FLR004,flour,6,0.652
8814265702,Mama Papa's Shop,general,medium,SUG001,sugar,4,0.652
8814265702,Mama Papa's Shop,general,medium,SUG002,sugar,4,0.652
8814265702,Mama Papa's Shop,general,medium,SUG003,sugar,5,0.652
8814265702,Mama Papa's Shop,general,medium,SOP001,soap,3,0.652
8814265702,Mama Papa's Shop,general,medium,SOP002,soap,4,0.652
8814265702,Mama Papa's Shop,general,medium,SOP003,soap,3,0.652
8814265702,Mama Papa's Shop,general,medium,SOP004,soap,4,0.652
8814265702,Mama Papa's Shop,general,medium,BEV001,beverages,4,0.652
8814265702,Mama Papa's Shop,general,medium,BEV002,beverages,4,0.652
8814265702,Mama Papa's Shop,general,medium,BEV003,beverages,4,0.652
8814265702,Mama Papa's Shop,general,medium,BEV004,beverages,4,0.652
8814265702,Mama Papa's Shop,general,medium,PC001,personal_care,3,0.652
8814265702,Mama Papa's Shop,general,medium,PC002,personal_care,3,0.652
8814265702,Mama Papa's Shop,general,medium,PC003,personal_care,3,0.652
8814265702,Mama Papa's Shop,general,medium,SAN001,sanitary,2,0.652
8814265702,Mama Papa's Shop,general,medium,SAN002,sanitary,3,0.652
8814390051,Honda Nafuu General Store,general,medium,OIL001,cooking_oil,5,0.652
8814390051,Honda Nafuu General Store,general,medium,OIL002,cooking_oil,5,0.652
8814390051,Honda Nafuu General Store,general,medium,OIL003,cooking_oil,5,0.652
8814390051,Honda Nafuu General Store,general,medium,OIL004,cooking_oil,5,0.652
